0.96362,-0.7031
-0.14729,0.38531
0.93111,-0.66898
0.40879,-0.1543
0.98276,0.23473
0.094205,0.54945
-0.06766,0.69151
0.18561,0.98412
0.33564,-0.57601
-0.3637,0.32245
0.92736,0.27882
-0.11003,-0.1963
-0.42581,0.38993
0.04639,-0.59381
0.62159,0.069249
0.5882,0.67243
0.63319,0.89271
0.8086,-0.25774
-0.69932,-0.54924
-0.55748,0.62962
0.70402,0.058475
-0.82459,-0.084533
-0.62237,-0.089156
-0.83218,0.50371
-0.99077,0.49507
0.21444,-0.25488
-0.98911,-0.78981
0.66738,-0.93556
0.7771,0.32233
0.87725,0.77213
-0.2587,0.60954
0.86386,-0.64624
-0.053477,0.24347
-0.78515,-0.94762
-0.91704,-0.51632
-0.27731,-0.95454
0.14709,0.18792
-0.60359,0.49287
0.079261,0.31461
0.41763,0.79983
-0.52348,0.012653
0.30435,-0.3725
0.98859,0.064177
-0.95219,0.60684
0.52774,-0.32281
0.39739,0.35948
-0.41064,0.50141
-0.95024,-0.90455
-0.043897,0.18096
-0.42329,-0.23172
-0.097442,0.24805
0.8223,-0.34922
0.14728,0.34765
0.54343,0.4481
0.809,-0.28191
-0.15715,0.79391
-0.92573,-0.46458
-0.14971,0.91079
-0.016412,0.02292
0.91965,0.5145
0.39979,0.41983
-0.074939,-0.91735
0.22286,0.22327
-0.83825,0.63095
0.86685,0.27128
-0.023299,0.092711
-0.66262,0.30198
0.78399,-0.87481
-0.17217,0.50847
0.64793,0.39221
-0.88219,-0.47276
-0.57454,0.38973
0.73968,0.50298
-0.76792,0.78057
-0.33926,-0.72131
-0.92035,0.50148
0.32586,-0.17935
-0.47893,-0.20506
-0.91841,-0.59266
0.024593,0.022471
-0.20606,0.34028
-0.25551,-0.56685
-0.82177,0.60224
-0.86776,-0.50876
-0.041562,-0.74634
0.67645,0.40899
0.17496,-0.78285
0.75326,-0.59267
0.86473,0.6238
0.095908,0.33276
-0.35307,0.82754
-0.53637,0.15125
-0.66428,-0.10423
-0.070963,0.61395
0.3142,-0.40286
-0.81007,-0.69741
-0.85917,-0.44004
-0.44562,0.42408
0.47229,0.032102
-0.30471,0.75241
-0.53863,0.2216
0.24298,-0.92208
0.79492,-0.58983
0.55628,0.086843
-0.31653,-0.67087
0.51573,0.4289
0.72212,0.86902
-0.91209,-0.83869
-0.72677,-0.0095305
0.56362,-0.12596
-0.24011,0.72546
-0.87608,-0.78581
0.12234,-0.92566
-0.87057,0.54344
-0.062191,0.47353
-0.89465,-0.1066
-0.077888,0.56633
0.18804,-0.32763
-0.72512,-0.37615
-0.11427,0.89784
-0.82056,0.97319
-0.89392,0.25331
0.23789,0.32557
0.73921,0.77513
-0.64406,-0.42
0.80728,-0.48889
-0.90356,0.39806
-0.12996,0.77738
0.73693,-0.7613
0.71679,0.69284
0.14643,-0.92499
-0.96236,-0.21019
0.41323,0.19944
0.81103,0.032653
0.32833,-0.96115
-0.21672,0.37591
-0.5621,0.40135
0.29198,-0.23336
0.13065,-0.058895
-0.23233,0.058465
-0.80728,0.3284
0.89102,0.75571
-0.63737,-0.55267
-0.19095,0.237
0.65316,0.54502
-0.37206,-0.2704
-0.02871,0.73009
0.39918,0.64272
0.17359,-0.46255
-0.39132,-0.07955
-0.91872,-0.12511
-0.39812,0.34636
-0.40717,0.64931
-0.086233,-0.8714
0.86897,0.43222
0.8157,0.38184
-0.81862,-0.46717
-0.19715,0.92791
-0.78562,0.00069818
0.80116,-0.1973
-0.19258,-0.91373
-0.6878,0.98699
-0.52355,-0.74165
-0.14201,0.99527
0.40597,-0.87889
-0.069562,-0.023537
0.54498,-0.3074
0.26722,-0.63128
-0.11599,-0.041667
0.078992,-0.078848
-0.086706,-0.074264
0.80153,-0.93081
-0.29226,-0.58987
0.53357,0.013464
0.58773,-0.37605
0.385,0.60151
0.18706,-0.60621
-0.36172,-0.14163
0.13301,0.20988
0.096493,0.2701
-0.31772,-0.8273
-0.24825,0.53966
0.12636,-0.20161
0.79586,0.19582
-0.25808,0.43296
-0.7855,0.52237
-0.56554,-0.91741
-0.14345,-0.34074
-0.26931,0.58468
-0.55637,-0.75708
-0.87278,-0.1315
-0.12122,0.79937
0.56667,0.93978
-0.6617,-0.9846
-0.95189,-0.96289
0.18046,0.97853
-0.09726,-0.33954
-0.75719,0.61083
0.9873,-0.53136
-0.17268,0.044794
0.48443,-0.16335
0.23175,0.63535
0.81179,0.19872
-0.24891,-0.47882
-0.96366,0.076323
0.83756,-0.26194
0.52345,0.8598
-0.26542,-0.83371
-0.43245,-0.019394
-0.99575,0.49014
-0.79039,-0.40517
0.84646,0.23958
0.14081,0.60593
0.041891,0.96703
-0.93543,0.98082
-0.24811,0.66817
-0.044242,-0.30709
0.043402,-0.68021
-0.61561,0.10362
-0.1234,-0.72631
-0.2341,0.59981
0.98307,-0.35598
0.027531,-0.61309
-0.64167,0.6997
-0.33075,-0.79328
-0.57696,0.3258
-0.86869,-0.60682
-0.93414,0.5134
-0.27667,0.37235
-0.22116,0.98566
0.75544,0.48707
-0.25692,-0.9499
-0.33757,-0.92956
-0.93674,-0.2961
0.94719,0.55537
0.054918,0.61621
0.214,0.30654
0.95234,0.34994
0.0017157,0.6194
-0.49419,-0.018056
0.44646,-0.95474
-0.55526,-0.89842
0.84284,-0.10442
0.83312,-0.26215
-0.71057,0.064853
0.33653,0.28697
0.20949,0.6501
0.7657,-0.15701
-0.81895,0.87263
-0.056956,0.017166
-0.63045,-0.7188
-0.027572,0.76255
0.7916,0.083297
0.8219,0.66585
0.13584,-0.73569
-0.57806,-0.95003
0.25905,0.047451
-0.93692,0.57242
-0.94893,-0.72899
-0.069549,-0.15224
-0.27196,0.5877
-0.36514,0.76842
-0.14507,0.47318
0.22607,0.90928
0.77838,-0.72596
0.64164,0.10535
-0.46511,0.44808
0.16749,0.33021
0.24174,-0.46466
0.71857,-0.012929
0.33167,0.47682
-0.94717,-0.85559
-0.9186,0.83917
0.16361,0.45124
0.59658,-0.76838
0.39614,-0.43595
-0.84309,-0.94351
-0.33301,0.67125
-0.053604,-0.97207
0.1062,0.74679
-0.8873,-0.603
-0.51245,0.5276
-0.7424,0.68003
-0.94963,0.28962
0.58117,-0.46943
0.58236,-0.79797
-0.51893,0.01428
0.36128,-0.89164
0.61811,-0.14018
0.085993,0.93159
0.61488,0.79767
-0.25957,-0.47245
-0.73678,-0.85999
0.15033,-0.071983
-0.41557,0.60368
-0.22709,-0.43783
-0.20408,0.47174
-0.39386,0.18255
-0.49113,0.32188
0.72177,-0.57545
-0.01948,0.40853
0.67912,-0.98099
0.032271,-0.43359
-0.52085,-0.34333
-0.43966,0.073172
-0.24087,0.93266
0.8609,-0.38412
0.19303,-0.45086
0.96619,-0.06009
-0.59304,-0.75215
-0.57771,-0.144
0.36285,-0.88673
0.54621,-0.080361
-0.17625,-0.11549
-0.81968,-0.038648
0.79617,0.21417
-0.44533,0.83436
0.75188,-0.89848
-0.096327,-0.28569
0.48028,-0.032488
-0.79174,0.54431
-0.50149,0.89949
0.080858,0.72502
-0.052934,0.91689
0.10422,0.40278
-0.46387,-0.55399
0.094196,-0.034521
0.56985,-0.47906
0.51055,0.32703
0.073848,-0.85236
0.66566,-0.091585
-0.82653,-0.40673
-0.22115,0.22032
0.95317,0.59792
0.77706,-0.51698
-0.16135,-0.46612
-0.77427,-0.34113
-0.85139,0.10556
-0.67222,-0.0056854
-0.2255,0.48526
0.72269,-0.13512
0.74675,-0.061362
-0.64432,0.99217
0.72292,-0.20375
0.044215,-0.16482
0.024609,0.96439
0.65449,0.73496
0.72376,-0.16489
-0.85377,0.91582
0.071527,-0.38538
-0.56504,0.39963
-0.60254,0.069841
-0.20928,-0.47356
0.92387,-0.18718
0.62512,0.51187
0.24741,-0.73023
-0.46906,-0.2553
0.10092,0.335
-0.28299,0.9949
0.23131,0.64372
-0.91617,0.17865
-0.0058043,-0.22664
0.1522,-0.55205
-0.43103,-0.92433
-0.56913,-0.51727
-0.83313,0.71913
0.69281,-0.84453
0.57798,-0.76049
-0.37423,0.41984
-0.0015896,0.31889
0.83202,0.17929
-0.30303,0.12509
-0.17629,0.69857
-0.7642,0.19508
0.28983,-0.91406
0.2948,0.78436
-0.98171,-0.63424
0.15054,0.75182
-0.90342,0.06384
-0.14103,-0.51854
-0.38292,0.69991
0.80035,-0.29464
-0.85874,0.76163
0.21863,0.06595
-0.70709,-0.23583
-0.93535,-0.37274
-0.30687,0.7252
-0.70591,-0.57091
0.31614,-0.75368
-0.27313,-0.39112
-0.64477,0.34355
-0.20732,0.2372
-0.65381,0.83293
-0.43217,0.66837
-0.53283,0.040629
-0.28367,-0.43249
0.9765,-0.95195
0.65898,-0.66894
0.58527,0.96012
0.87611,0.96788
